id,property_url,title,address,price,pricing_qualifier,listing_time,property_type,bedrooms,bathrooms,epc_rating,size,features,latitude,longitude,tenure
707,https://www.onthemarket.com/details/14154138/,3 bedroom semi-detached house for sale,"Moorhills Crescent, Leighton Buzzard LU7",400000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: D*,914 sq ft / 85 sq m,"[""Buy To Let Investment With Tenants in Situ"", ""Refurbished & Extended"", ""Parking For At Least 2 Cars"", ""Open Plan Kitchen, Dining & Family Area"", ""Shower Room & Bathroom"", ""Double Glazed & Gas Heating"", ""Village Cul-De-Sac Location"", ""Tenure Freehold  EPC D Council Tax band:C""]",51.89890456204,-0.714469859165,UNKNOWN
708,https://www.onthemarket.com/details/15001292/,3 bedroom terraced house for sale,"Watchet Court, Furzton, Milton Keynes",315000,Price qualifier not available,Added < 14 days,Terraced house,3 bed,1bath,EPC rating: C*,796 sq ft / 74 sq m,"[""Recently Fitted Bathroom"", ""Built in Storage to all Bedrooms"", ""Two Parking Spaces"", ""Chain Free"", ""Downstairs Cloakroom"", ""Great First Time Buy""]",52.0092513,-0.766307,UNKNOWN
709,https://www.onthemarket.com/details/14896150/,3 bedroom terraced house for sale,"High Street, Hanslope, Milton Keynes",300000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: D*,883 sq ft / 82 sq m,"[""Tenure: Freehold"", ""Close to local amenities & GOOD SCHOOLING"", ""Garage In Block"", ""Gas Central Heating"", ""Kitchen/Breakfast Room"", ""Lounge & Dining Room"", ""Low Maintenance Rear Garden"", ""UPVC Double Glazed Windows"", ""Utility Room & Cloakroom""]",52.1149377,-0.8287406,FREEHOLD
710,https://www.onthemarket.com/details/14366288/,2 bedroom maisonette for sale,"Huntercombe Lane North, Near Burnham, Berkshire, SL1",280000,Price qualifier not available,Added > 14 days,Maisonette,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (84 years remaining)"", ""Ground floor maisonette"", ""Renewed lease upon completion"", ""Two double bedrooms"", ""Spacious living room"", ""Ideal for the Elizabeth line"", ""No further chain""]",51.525823998965,-0.660057538777,LEASEHOLD
711,https://www.onthemarket.com/details/14785143/,3 bedroom end of terrace house for sale,"Saffron Road, High Wycombe, Buckinghamshire",425000,Price qualifier not available,Added > 14 days,End of terrace house,3 bed,1bath,EPC rating: E*,882 sq ft / 82 sq m,"[""Tenure: Freehold"", ""No onward chain for swift purchase"", ""Charming end of terrace property"", ""Generously divided into three reception rooms"", ""Three spacious bedrooms"", ""Refitted modern bathroom"", ""Basement included"", ""On-road parking with permit available"", ""Located nearby schools and parks"", ""Walking distance to train station""]",51.627802,-0.7426103,FREEHOLD
714,https://www.onthemarket.com/details/14352621/,1 bedroom flat for sale,Aylesbury HP19,205000,Price qualifier not available,Reduced < 7 days,Flat,1 bed,1bath,EPC rating: C*,635 sq ft / 59 sq m,"[""Tenure: Leasehold (88 years remaining)"", ""POPULAR DEVELOPMENT"", ""EXTENSIVELY RENOVATED"", ""& REFURBISHED"", ""LAKE VIEWS"", ""OPEN PLAN LIVING AREA"", ""NEWLY FITTED KITCHEN"", ""NEWLY FITTED BATHROOM"", ""PRIVATE BALCONY WITH LAKE VIEWS"", ""MASTER BEDROOM SUITE"", ""ALLOCATED PARKING""]",51.836466,-0.8081966,LEASEHOLD
715,https://www.onthemarket.com/details/14745688/,4 bedroom detached house for sale,"Lambert Road,  Aylesbury,  HP18",599950,Offers in excess of,Added > 14 days,Detached house,4 bed,3bath,EPC rating: C*,"1,674 sq ft / 156 sq m","[""Tenure: Freehold"", ""Sought After Location"", ""Off Road Parking"", ""Close To Local Amenities"", ""Turn Key Condition"", ""Private Rear Garden"", ""Gas Central Heating""]",51.83665685809,-0.855930973904,FREEHOLD
716,https://www.onthemarket.com/details/14009774/,3 bedroom terraced house for sale,"Lower Lees Road, Slough SL2",475000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,2bath,EPC rating: D*,635 sq ft / 59 sq m,"[""Tenure: Freehold"", ""REWIRED AND NEW HEATING SYSTEM"", ""THREE BEDROOM TERRACE"", ""EXTENDED AND REFURBISHED"", ""LOCAL SCHOOLS WITHIN WALKING DISTANCE INCLUDING CLAYCOTS, ARBOUR AND BEEACHWOOD"", ""BURNHAM AND SLOUGH STATION CLOSE BY""]",51.534382957748,-0.623365994833,FREEHOLD
717,https://www.onthemarket.com/details/14687561/,3 bedroom end of terrace house for sale,"Rokesby Road, Slough SL2",440000,Guide price,Added > 14 days,End of terrace house,3 bed,1bath,EPC rating not available,"1,033 sq ft / 96 sq m","[""3 BEDROOMS"", ""CONSERVATORY"", ""OSP 2 CARS"", ""LOVELY GARDENS"", ""CLOSE TO SHOPS / SCHOOLS"", ""END-OF-TERRACE""]",51.536509983453,-0.631792024525,UNKNOWN
718,https://www.onthemarket.com/details/14382372/,2 bedroom apartment for sale,"Grange Road, Chalfont St. Peter, Gerrards Cross, SL9",385000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (991 years remaining)"", ""Two double bedrooms"", ""Immaculately presented throughout"", ""Two allocated parking spaces"", ""Convenient Location"", ""Juliet balcony"", ""Communal gardens""]",51.606152083995,-0.55919188086,LEASEHOLD
719,https://www.onthemarket.com/details/14941553/,4 bedroom detached house for sale,"Lambert Road, Aylesbury, Buckinghamshire, HP18",599950,Offers in excess of,Added > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,506 sq ft / 140 sq m","[""Tenure: Freehold"", ""Four bedroom detached house"", ""Two reception rooms"", ""Open plan kitchen/breakfast room"", ""En suite shower room and a family bathroom"", ""Two driveways and a garage"", ""Corner plot in Berryfields"", ""Close to Aylesbury Parkway train station"", ""Good school catchment""]",51.83665685809,-0.855930973904,FREEHOLD
720,https://www.onthemarket.com/details/14023168/,2 bedroom maisonette for sale,"Glade Road, Marlow, Buckinghamshire, SL7",460000,Guide price,Added > 14 days,Maisonette,2 bed,1bath,EPC rating: D*,904 sq ft / 84 sq m,"[""Tenure: Share of freehold"", ""Modern maisonette in a purpose-built block"", ""Good size rooms over a duplex layout"", ""Great potential for improvement"", ""Off-street parking and visitors\u2019 spaces"", ""0.4 miles from Marlow High Street"", ""0.2 miles from Marlow station"", ""EPC Rating = D""]",51.573298233197,-0.770700436692,FREEHOLD
721,https://www.onthemarket.com/details/14274679/,4 bedroom detached house for sale,"Neath Hill, Milton Keynes MK14",575000,Offers over,Added > 14 days,Detached house,4 bed,3bath,EPC rating: D*,"1,593 sq ft / 148 sq m","[""Tenure: Freehold"", ""Superb four bedroom detached family home on an impressive plot"", ""Situated in a quiet cul de sac 2 miles from Milton Keynes City Centre"", ""Refitted high specification \""Shuller\"" kitchen complete with self cleaning ovens"", ""Separate reception rooms"", ""Detached double garage and driveway for four cars"", ""En suite to master bedorom""]",52.052265720471,-0.756642530264,FREEHOLD
722,https://www.onthemarket.com/details/14703147/,3 bedroom end of terrace house for sale,"Reeves Croft, Hodge Lea, Milton Keynes, Buckinghamshire, MK12",260000,Price qualifier not available,Added > 14 days,End of terrace house,3 bed,2bath,EPC rating: E*,957 sq ft / 89 sq m,"[""Tenure: Freehold"", ""THREE BEDROOMS"", ""END OF TERRACE"", ""KITCHEN/DINER"", ""LIVING ROOM"", ""DOWNSTAIRS CLOAKROOM"", ""NO UPPER CHAIN"", ""ALLOCATED PARKING"", ""IDEAL INVESTMENT"", ""GREAT FIRST TIME PURCHASE"", ""WALKING DISTANCE TO LOCAL SHOPS""]",52.050565512409,-0.814611520998,FREEHOLD
729,https://www.onthemarket.com/details/14949765/,3 bedroom semi-detached house for sale,"Russell Street, Milton Keynes MK17",545000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: C*,947 sq ft / 88 sq m,"[""Tenure: Freehold"", ""Three Bedrooms"", ""Master Bedroom With En-Suite"", ""Well Maintained & Stocked Rear Garden"", ""Conservatory"", ""Downstairs Cloakroom"", ""Utility"", ""Close Proximity To Woburn Sands"", ""Well Presented Throughout"", ""Viewing Highly Recommended""]",52.0131416696,-0.64628216857,FREEHOLD
730,https://www.onthemarket.com/details/14101514/,1 bedroom flat for sale,"Millgate, High Wycombe HP11",220000,Offers in excess of,Added > 14 days,Flat,1 bed,2bath,EPC rating: D*,862 sq ft / 80 sq m,"[""Two Bedrooms"", ""One Bathroom"", ""Third Floor Flat (Lift)"", ""Fitted Bathroom"", ""Balcony"", ""Close to Retail Park"", ""No Onward Chain""]",51.632525632137,-0.759482196794,UNKNOWN
731,https://www.onthemarket.com/details/14551089/,2 bedroom apartment for sale,"Old Union Way, Thame",285000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating: C*,667 sq ft / 62 sq m,"[""Two Double Bedrooms"", ""Ground Floor Apartment"", ""Leasehold / EPC Rating C(78) / Council Tax Band C"", ""No Onward Chain"", ""Large Main Reception Room"", ""Allocated Parking"", ""Close to Town"", ""Communal Garden""]",51.7508177,-0.9859708,UNKNOWN
732,https://www.onthemarket.com/details/13899351/,3 bedroom detached house for sale,"Old Station Way, Wooburn Green HP10",585000,Guide price,Added > 14 days,Detached house,3 bed,2bath,EPC rating: D*,818 sq ft / 76 sq m,"[""3 Bedrooms"", ""Detached"", ""Lounge & Playroom"", ""En Suite Shower Room"", ""Enclosed Rear Garden"", ""No Upper Chain""]",51.587610800553,-0.685361192262,UNKNOWN
736,https://www.onthemarket.com/details/14738868/,4 bedroom terraced house for sale,"Randall Avenue, Whitehouse, Milton Keynes",410000,Offers over,Reduced < 14 days,Terraced house,4 bed,2bath,EPC rating: B*,"1,377 sq ft / 128 sq m","[""Modern family home"", ""Four impressive bedrooms"", ""Bay fronted kitchen dining room"", ""Full width living room"", ""Landscaped rear garden"", ""Sought after Whitehouse location"", ""Ample parking to rear"", ""No onward chain"", ""Energy rating: B"", ""Council tax band: D""]",52.0327023,-0.8099422,UNKNOWN
737,https://www.onthemarket.com/details/14762565/,1 bedroom apartment for sale,"Silbury Boulevard, Milton Keynes, MK9",195000,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold"", ""Stylish One Bedroom Apartment"", ""City Living Lifestyle"", ""High Spec Finish Throughout"", ""Sought After Area"", ""Floor To Ceiling Windows"", ""Electric Blinds to all rooms"", ""Yearly Ground Rent \u00a3250"", ""Service Charge- \u00a31200 yearly"", ""Close CMK Train Station"", ""Integrated goods""]",52.0377509,-0.7716884,LEASEHOLD
738,https://www.onthemarket.com/details/13530373/,4 bedroom detached house for sale,"Darwin Close, Medbourne, Milton Keynes, Buckinghamshire, MK5",600000,Price qualifier not available,Added > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,650 sq ft / 153 sq m","[""Tenure: Freehold"", ""Detached house"", ""Four bedrooms"", ""Two reception rooms"", ""Atrium roofed kitchen/breakfast & family room"", ""En suite shower room and family bathroom"", ""Cloakroom"", ""Low maintenance rear garden"", ""Enclosed driveway and garage""]",52.017381024035,-0.806154207836,FREEHOLD
739,https://www.onthemarket.com/details/14537770/,Studio for sale,"North Tenth Street, Milton Keynes, MK9",119995,Guide price,Added > 14 days,Studio,0 bed,1bath,EPC rating: D*,376 sq ft / 35 sq m,"[""Tenure: Leasehold"", ""RE FITTED KITCHEN"", ""TOP FLOOR"", ""RE FITTED BATHROOM"", ""NO CHAIN"", ""STUDIO APARTMENT""]",52.0440166,-0.757529,LEASEHOLD
740,https://www.onthemarket.com/details/14822342/,5 bedroom detached house for sale,"The Fleet, Springfield, Milton Keynes",600000,Offers in region of,Reduced < 14 days,Detached house,5 bed,3bath,EPC rating: C*,"2,034 sq ft / 189 sq m","[""PRIVATE DRIVEWAY FOR FIVE CARS"", ""DOUBLE GARAGE"", ""DOWNSTAIRS STUDY"", ""DRESSING ROOM"", ""TWO EN-SUITE'S"", ""UNDERFLOOR HEATING""]",52.0391284,-0.7343772,UNKNOWN
741,https://www.onthemarket.com/details/14639979/,2 bedroom apartment for sale,"Sheep Way, Redhouse Park, Milton Keynes",220000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating: C*,721 sq ft / 67 sq m,"[""Tenure: Leasehold (109 years remaining)"", ""Close To Local Amenities and Transport Links"", ""Gas Central Heating"", ""GROUND FLOOR APARTMENT"", ""Lounge/Diner"", ""No Upper Chain"", ""Off Road Parking With Car Port""]",52.0801392,-0.7485205,LEASEHOLD
746,https://www.onthemarket.com/details/11817200/,2 bedroom flat for sale,"Duke Street, Princes Risborough HP27",225000,Guide price,Added > 14 days,Flat,2 bed,1bath,EPC rating: F*,527 sq ft / 49 sq m,"[""Tenure: Leasehold (123 years remaining)"", ""Town Centre Location"", ""First Floor Apartment"", ""Accommodation arranged over two floors"", ""Two Bedrooms"", ""Kitchen"", ""Living Room"", ""Shower Room"", ""Private rear garden (Small extra lease charge)"", ""Economical to run."", ""No onward Chain""]",51.724944016757,-0.83238434347,LEASEHOLD
747,https://www.onthemarket.com/details/14507161/,3 bedroom semi-detached house for sale,"Kennedy Avenue, High Wycombe",650000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: B*,"1,679 sq ft / 156 sq m","[""No Onward Chain"", ""Immaculate"", ""Two Reception Rooms"", ""Excellent Location"", ""Kitchen Diner"", ""Super Family Home""]",51.617543,-0.7419301,UNKNOWN
748,https://www.onthemarket.com/details/14682657/,2 bedroom cottage for sale,Leighton Buzzard LU7,485000,Price qualifier not available,Added > 14 days,Cottage,2 bed,1bath,EPC rating: E*,839 sq ft / 78 sq m,"[""Tenure: Freehold"", ""360 VIRTUAL TOUR"", ""DOUBLE FRONTED COTTAGE"", ""QUIET HAMLET OF CRAFTON"", ""CHARACTER FEATURES THROUGHOUT"", ""SOUTHERLY FACING GARDEN"", ""STUNNING VIEWS"", ""DRIVEWAY"", ""GARAGE""]",51.91524,-0.66432,FREEHOLD
749,https://www.onthemarket.com/details/15015672/,2 bedroom terraced house for sale,"Mount Pleasant, Stoke Goldington, Newport Pagnell, Bucks, MK16",275000,Price qualifier not available,Added < 14 days,Terraced house,2 bed,1bath,EPC rating: F*,678 sq ft / 63 sq m,"[""Tenure: Freehold"", ""OFFERED WITH NO UPPER CHAIN"", ""2 BEDROOM TERRACED PROPERTY"", ""DELIGHTFUL VILLAGE LOCATION"", ""GENEROUS FIRST FLOOR SHOWER ROOM"", ""LOUNGE WITH PLEASANT VIEWS"", ""KITCHEN/DINER"", ""COUNCIL TAX BAND B"", ""VIEWING HIGHLY RECOMMENDED""]",52.133594622215,-0.779181694611,FREEHOLD
750,https://www.onthemarket.com/details/14822738/,3 bedroom semi-detached house for sale,"Limes Avenue, Aylesbury",450000,Price qualifier not available,Reduced today,Semi-detached house,3 bed,2bath,EPC rating: D*,"1,194 sq ft / 111 sq m","[""1930's semi-detached"", ""Three bedroom"", ""Extended to the rear"", ""Good size rear garden"", ""Driveway parking"", ""Sought-after location"", ""Some updating required"", ""Excellent school catchment"", ""Two reception rooms"", ""Ideal family home""]",51.8105694,-0.7851547,UNKNOWN
751,https://www.onthemarket.com/details/14995209/,3 bedroom detached bungalow for sale,"Kenchester, Bancroft, Milton Keynes",450000,Price qualifier not available,Added < 14 days,Detached bungalow,3 bed,2bath,EPC rating: D*,979 sq ft / 91 sq m,"[""Detached Bungalow"", ""3 Bedrooms"", ""2 Shower Rooms (One En-suite)"", ""Large Lounge/ Dining Rom with Feature High Ceiling"", ""Fitted Kitchen with Appliances"", ""Conservatory"", ""Gardens to All Sides"", ""Garage, Driveway, and Further Gated Parking Area"", ""FABULOUS SETTING ADJACENT TO PARKLAND"", ""Disability Access Facilities Included""]",52.0522779,-0.7938199,UNKNOWN
752,https://www.onthemarket.com/details/14514479/,1 bedroom apartment for sale,Princes Risborough,285000,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating: C*,688 sq ft / 64 sq m,"[""An immaculately presented one bedroom second floor apartment in the centre of Princes Risborough"", ""Built by Bijou Homes in 2019 to an impeccably high standard."", ""Communal entrance hall with security intercom system"", ""A choice of staircase or lift to the first floor"", ""Reception hallway with space for coats"", ""Spacious open plan sitting room / kitchen with integrated appliances"", ""Double bedroom with range of wardrobes"", ""Modern and contemporary shower room with heated towel rail"", ""High quality fixtures and fittings with underfloor heating""]",51.7221664,-0.8337605,UNKNOWN
761,https://www.onthemarket.com/details/14664426/,5 bedroom end of terrace house for sale,"Lee Road, Aylesbury HP21",475000,Guide price,Reduced < 7 days,End of terrace house,5 bed,2bath,EPC rating: D*,775 sq ft / 72 sq m,"[""Southside Of Aylesbury"", ""Five Bedroom House"", ""Fully Refurbished Throughout"", ""Landscaped Rear Garden"", ""Off Road Parking"", ""No Onward Chain"", ""Two Bathrooms"", ""High Spec Decoration""]",51.807151861032,-0.815498799534,UNKNOWN
762,https://www.onthemarket.com/details/14048267/,3 bedroom semi-detached house for sale,"Steeple Claydon, Buckingham MK18",365000,Guide price,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: B*,979 sq ft / 91 sq m,"[""Tenure: Freehold"", ""Immaculately presented throughout"", ""Countryside views"", ""Three bedrooms"", ""Kitchen-diner"", ""Spacious lounge"", ""Ensuite to the master bedroom"", ""Downstairs cloakroom"", ""Landscaped mature rear garden"", ""Driveway parking for two vehicles""]",51.9348386,-0.9891489,FREEHOLD
765,https://www.onthemarket.com/details/14908079/,3 bedroom semi-detached house for sale,"Frays Waye, Uxbridge, Greater London",525000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: D*,721 sq ft / 67 sq m,"[""Tenure: Freehold"", ""Three Bedroom End of Terrace"", ""Chain Free!!"", ""0.3 Miles from Uxbridge Station"", ""Off Street Parking"", ""Private Garden"", ""Large Double Garage""]",51.54213901631,-0.485574450292,FREEHOLD
766,https://www.onthemarket.com/details/14737113/,3 bedroom detached house for sale,"Tavistock Street, Milton Keynes",385000,Price qualifier not available,Added > 14 days,Detached house,3 bed,1bath,EPC rating: E*,"1,076 sq ft / 100 sq m","[""THREE BEDROOM DETACHED"", ""SITTING ROOM"", ""LOUNGE/DINER"", ""DOWNSTAIRS CLOAKROOM"", ""SHOWER ROOM"", ""GENEROUS SIZED REAR GARDEN"", ""UTILITY ROOM"", ""GARAGE & OFF ROAD PARKING""]",51.9995011,-0.7275835,UNKNOWN
767,https://www.onthemarket.com/details/14878579/,3 bedroom semi-detached house for sale,Stanley Hill Amersham,550000,Guide price,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: E*,990 sq ft / 92 sq m,"[""Tenure: Freehold"", ""In need of total refurbishment"", ""Semi-detached"", ""Sitting Room"", ""Dining Room with Open Plan Kitchen"", ""Three Bedrooms"", ""Bathroom"", ""Garden"", ""Parking""]",51.6712597,-0.5943536,FREEHOLD
768,https://www.onthemarket.com/details/14877540/,2 bedroom apartment for sale,"Brill, Buckinghamshire",435000,Guide price,Reduced < 7 days,Apartment,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Share of freehold"", ""Elegant Grade II Listed First Floor Apartment"", ""Two Bedrooms"", ""Period Features"", ""Gardens And Grounds of Just Under 5 Acres"", ""Tennis Court"", ""Share of Freehold""]",51.8268463,-1.0458177574388934,FREEHOLD
769,https://www.onthemarket.com/details/14793719/,3 bedroom semi-detached house for sale,"Hill Close, Wooburn Green, High Wycombe",475000,Price qualifier not available,Reduced < 14 days,Semi-detached house,3 bed,1bath,EPC rating: E*,850 sq ft / 79 sq m,"[""Tenure: Freehold"", ""Semi detached family home"", ""Village location"", ""Three well-appointed bedrooms"", ""Separate reception room with garden view"", ""Landscaped rear garden"", ""Four-piece family bathroom"", ""Driveway parking"", ""Desirable location near parks and gym"", ""Proximity to M40 for easy commuting""]",51.596535849999995,-0.702516283397355,FREEHOLD
770,https://www.onthemarket.com/details/14990994/,3 bedroom terraced house for sale,"Ingleglen, Farnham Common SL2",550000,Price qualifier not available,Added < 14 days,Terraced house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""1382 SQUARE FT THREE BEDROOM HOUSE"", ""GARAGE OWN DRIVE WITH AMPLE  PARKING"", ""FREEHOLD"", ""SPACIOUS ROOMS"", ""CUL-DE-SAC LOCATION CLOSE TO AMENITIES AND THE BROADWAY""]",51.558295976678,-0.616941306153,FREEHOLD
771,https://www.onthemarket.com/details/14533320/,2 bedroom apartment for sale,"Wellingborough Road, Olney MK46",300000,Guide price,Added > 14 days,Apartment,2 bed,2bath,EPC rating: C*,850 sq ft / 79 sq m,"[""Tenure: Leasehold"", ""Superb ground floor executive apartment in the historic Lodge Plugs factory conversion"", ""Two double bedrooms with en suite to master"", ""Generous lounge and separate kitchen"", ""Allocated parking"", ""Close to all local amenities"", ""976 years remaining on lease""]",52.160877163138,-0.701703447403,LEASEHOLD
772,https://www.onthemarket.com/details/14001634/,2 bedroom flat for sale,"St Peters Way, Milton Keynes MK13",180000,Offers in excess of,Added > 14 days,Flat,2 bed,1bath,EPC rating: C*,495 sq ft / 46 sq m,"[""Tenure: Leasehold (103 years remaining)"", ""First Floor Flat"", ""Refurbished"", ""Open Plan Kitchen/Lounge/Dining"", ""Two Generous Size Bedrooms"", ""Bathroom"", ""Currently Achieving A Rental Of \u00a31000 pcm"", ""LANDLORD TO LANDLORD SALE ONLY""]",52.066317704152,-0.78492042453,LEASEHOLD
776,https://www.onthemarket.com/details/14595396/,2 bedroom apartment for sale,"Nashdom Lane Burnham, Buckinghamshire, SL1 8NJ",575000,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating: C*,"1,248 sq ft / 116 sq m","[""Magnificent restored Grade II* listed country house"", ""No onward chain"", ""17 acres of communal gardens and woodland"", ""Two bedrooms"", ""Two bathrooms"", ""Private terrace"", ""Use of swimming pool, gym and tennis court."", ""Garage and allocated parking"", ""Ultra-fast 1,000MB/second broadband connection"", ""Leasehold / Council Tax Band G / EPC C""]",51.5517314,-0.6586911,UNKNOWN
777,https://www.onthemarket.com/details/13986680/,2 bedroom maisonette for sale,"Braybourne Close, UXBRIDGE, Middlesex",275000,Guide price,Added > 14 days,Maisonette,2 bed,1bath,EPC rating: D*,507 sq ft / 47 sq m,"[""Tenure: Leasehold (114 years remaining)"", ""Chain Free"", ""Converted into two bedroom"", ""5 Minute Walk to Uxbridge High Street"", ""Spacious Lounge"", ""Cul de sac""]",51.553053183208,-0.480431366918,LEASEHOLD
778,https://www.onthemarket.com/details/15005234/,3 bedroom detached house for sale,"Aylesbury,  Buckinghamshire,  HP21",550000,Guide price,Added < 14 days,Detached house,3 bed,2bath,EPC rating: D*,"1,583 sq ft / 147 sq m","[""Tenure: Freehold"", ""Driveway Parking"", ""Turnkey Condition"", ""Detached Property"", ""Sought After Location Near Stoke Mandeville Hospital"", ""Three Reception Rooms"", ""Ample Rear Garden"", ""Garage""]",51.8099,-0.8062,FREEHOLD
779,https://www.onthemarket.com/details/14914679/,3 bedroom barn conversion for sale,"The Courtyard, Rock Lane Farm, Leighton Buzzard LU7",600000,Guide price,Added > 14 days,Barn conversion,3 bed,3bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Akeman Residential"", ""Stunning barn conversion"", ""No onward chain"", ""Three double bedrooms"", ""Three en-suite's"", ""Parking for two cars"", ""Health club and equestrian centre on site"", ""Spectacular views""]",51.916760669868,-0.681282008007,FREEHOLD
780,https://www.onthemarket.com/details/14989485/,3 bedroom semi-detached house for sale,"North End Road, Quainton, Buckinghamshire.",475000,Offers in excess of,Added < 14 days,Semi-detached house,3 bed,2bath,EPC rating: E*,Size info not available,"[""Tenure: Freehold"", ""Waddesdon School Catchment"", ""Located under the Quainton Hills"", ""Superb Open Plan Kitchen/Dining/Living Room"", ""3 Double Bedrooms"", ""Loft Bedroom Suite"", ""Good Size Garden"", ""Private Garden"", ""View up the Hills"", ""Great rural walks on doorstep"", ""Edge of Village""]",51.8773855,-0.9234484,FREEHOLD
781,https://www.onthemarket.com/details/14547217/,2 bedroom terraced house for sale,"Sheerstock, Haddenham",300000,Price qualifier not available,Reduced < 14 days,Terraced house,2 bed,1bath,EPC rating: C*,635 sq ft / 59 sq m,"[""Tenure: Freehold"", ""HADDENHAM"", ""TWO DOUBLE BEDROOMS"", ""KITCHEN"", ""LOUNGE/DINER"", ""GARAGE"", ""WALKING DISTANCE TO HADDENHAM & THAME PARKWAY TRAIN STATION"", ""CLOSE TO LOCAL SHOPS""]",51.7694967,-0.9380543,FREEHOLD
788,https://www.onthemarket.com/details/15010286/,3 bedroom semi-detached house for sale,"Flint Cottages, The Common, Flackwell Heath, Buckinghamshire, HP10",550000,Price qualifier not available,Added < 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""BEAUTIFULLY PRESENTED"", ""CENTRAL VILLAGE Location"", ""Characterful Features"", ""90/100ft Cottage style garden"", ""Modern Finish-UPGRADED HEATING SYSTEM"", ""Potential to EXTEND (STPP)""]",51.600804199872,-0.707991593888,FREEHOLD
789,https://www.onthemarket.com/details/14914708/,2 bedroom terraced house for sale,"Prestwood,  Buckinghamshire,  HP16",375000,Offers in excess of,Reduced < 7 days,Terraced house,2 bed,0bath,EPC rating not available,705 sq ft / 65 sq m,"[""Village Of Prestwood"", ""Ground Floor Cloakroom"", ""Two Double Bedrooms"", ""Modern Kitchen and Bathroom"", ""Well Tended Front and Rear Gardens"", ""Staircasing On Completion"", ""Parking To Rear""]",51.69959,-0.7419,UNKNOWN
790,https://www.onthemarket.com/details/14553564/,1 bedroom flat for sale,"Kingsmead Road, High Wycombe HP11",175000,Offers in excess of,Added > 14 days,Flat,1 bed,1bath,EPC rating: D*,376 sq ft / 35 sq m,"[""ONE BEDROOM TOP FLOOR APARTMENT"", ""ALLOCATED PARKING"", ""LOFT SPACE"", ""LARGE LOUNGE"", ""FAR REACHING VIEWS"", ""IDEAL FIRST TIME PURCHASE"", ""DOUBLE BEDROOM"", ""GYM & INDOOR SWIMMING POOL"", ""WELL MAINTAINED GARDENS"", ""NO ONWARD CHAIN""]",51.614329942481,-0.715070853611,UNKNOWN
791,https://www.onthemarket.com/details/13366897/,4 bedroom semi-detached house for sale,"Birch Grove, Slough, Berkshire, SL2",525000,Price qualifier not available,Added > 14 days,Semi-detached house,4 bed,3bath,EPC rating: C*,"1,323 sq ft / 123 sq m","[""Tenure: Freehold"", ""Un-Furnished"", ""Shops and amenities nearby"", ""En suite"", ""Double glazing"", ""Conservatory"", ""Close to public transport"", ""Ideal home for First time Buyers and Investors"", ""Potential to extend (STPP)"", ""Off Street Parking"", ""Chain Free""]",51.526122656216,-0.618526640429,FREEHOLD
792,https://www.onthemarket.com/details/14483951/,3 bedroom semi-detached house for sale,"High Wycombe,  Buckinghamshire,  HP12",390000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: D*,883 sq ft / 82 sq m,"[""Tenure: Freehold"", ""Three bedroom semi detached home"", ""Open plan lounge/dining room"", ""Modern fitted kitchen & bathroom"", ""Private, non-overlooked rear garden"", ""Driveway parking to the rear"", ""Access to M40 & High Wycombe Train station"", ""No onward chain""]",51.6192426,-0.7742376,FREEHOLD
793,https://www.onthemarket.com/details/14152760/,1 bedroom flat for sale,High Wycombe HP13,175000,Price qualifier not available,Added > 14 days,Flat,1 bed,1bath,EPC rating: C*,333 sq ft / 31 sq m,"[""One Bedroom"", ""First Floor Flat"", ""Spacious Reception Room"", ""Gas Central Heating"", ""Allocated Residents Parking"", ""Short Walk To Town Centre & Train Station"", ""Close to Local Amenities"", ""Ideal Buy to Let Investment"", ""Ideal First Time Purchase"", ""No Onward Chain""]",51.6345693,-0.7389446,UNKNOWN
