Income,Savings,PreferredLocation,DesiredPropertyType,MustHaveFeatures,NiceToHaveFeatures,MaxCommuteTime,FamilySize
44461.245936432395,26968.202171657245,Suburban,House,Swimming Pool,Fireplace,32,4
85437.33455988465,37999.4190194205,Urban,House,Swimming Pool,Walk-in Closet,11,3
77088.96223619564,13836.89391563412,Suburban,Condo,Swimming Pool,None,21,4
73840.44601470814,19463.17580853646,Suburban,Apartment,None,None,31,5
84740.3647591827,19321.970784208068,Suburban,Condo,Swimming Pool,Walk-in Closet,46,1
94982.11666693864,39503.075919735755,Urban,House,Parking,Walk-in Closet,29,2
85215.55097527195,47106.13372581925,Suburban,House,Garden,Balcony,48,3
42386.886530025324,28955.507814625285,Urban,Apartment,None,Balcony,33,5
50806.34549896448,28311.782768099893,Urban,Condo,Garden,Fireplace,57,3
60627.72133456482,30700.521631131815,Suburban,House,Swimming Pool,Fireplace,29,4
70391.3657531625,41618.7830260819,Suburban,Apartment,None,Fireplace,10,3
77764.88530703685,20726.468658094258,Urban,House,Gym,Fireplace,10,5
59113.84280269802,32383.68982734785,Urban,Apartment,Parking,Balcony,26,2
72801.50146715618,39751.976297824294,Rural,Apartment,Swimming Pool,None,10,2
58669.256014700164,35010.94169939845,Urban,Condo,Swimming Pool,Fireplace,54,3
60827.23295512078,31895.816165987435,Rural,House,Parking,None,39,1
48900.08354727666,40010.46092567141,Rural,Condo,Parking,Fireplace,50,3
56151.50130833643,2967.6770700076268,Rural,House,Gym,Walk-in Closet,56,4
49724.730915755,36778.75319530908,Suburban,Condo,Swimming Pool,Fireplace,12,2
55361.90120534001,23459.243168725763,Suburban,House,Swimming Pool,Fireplace,55,2
85804.62694911759,11693.671031435431,Urban,Condo,Garden,Fireplace,20,2
55759.01666752085,35112.02599524981,Rural,Apartment,None,Balcony,33,1
109485.73097256086,43736.58545162958,Suburban,House,None,Walk-in Closet,31,1
77399.76851321333,28625.51485372308,Suburban,House,Garden,Fireplace,53,5
72772.54185542311,39528.74547202939,Suburban,Apartment,None,Fireplace,54,3
57124.6332972818,46122.78257988645,Suburban,Condo,Parking,None,35,3
80504.64819113487,43149.144535840474,Suburban,House,None,Walk-in Closet,22,4
61365.43260643339,46399.645293713926,Rural,House,None,Fireplace,10,2
71830.14721968042,37421.27491071892,Rural,Condo,Garden,None,33,1
108401.26807403192,30754.336389015927,Rural,Apartment,Gym,None,19,4
68559.10150413025,13980.341881028315,Rural,Condo,None,Balcony,44,4
87239.09989428514,27539.375118700515,Urban,Condo,None,None,33,1
59452.35362311169,21567.534046838082,Rural,Condo,Gym,Fireplace,37,3
69475.17264254557,51709.42717497813,Suburban,House,Garden,Balcony,45,2
96562.00953453264,28241.141875676632,Rural,Apartment,Gym,Balcony,25,3
60595.494133183485,31232.04806784486,Urban,Apartment,Garden,Fireplace,49,4
97186.72836995393,35514.85376040467,Suburban,Condo,Parking,Walk-in Closet,25,2
80616.27903183213,30436.024463724538,Rural,House,Garden,None,26,5
61562.99836158598,46950.510404307526,Rural,Condo,Parking,Balcony,24,4
79486.11608583282,23773.50638265548,Rural,House,Parking,Walk-in Closet,25,3
84588.31674440095,31946.074552372425,Suburban,House,Garden,Fireplace,24,3
79327.14943325795,22575.294143019517,Suburban,House,Swimming Pool,None,43,3
46446.629201643154,16799.77488779294,Urban,House,Garden,None,20,1
59092.94236262697,23882.309090947147,Suburban,Apartment,None,Balcony,10,4
66287.22046672743,29629.63202951588,Suburban,House,None,None,24,2
68883.4985634993,25706.9777548274,Rural,House,Swimming Pool,None,35,3
79310.08146326017,23075.79020126144,Suburban,Condo,Parking,None,13,3
72665.51501399881,15936.825363281661,Rural,Condo,Swimming Pool,None,52,1
49969.834619348476,29168.944273713052,Rural,Apartment,None,Fireplace,14,2
75702.96776508944,14952.796259689978,Suburban,Condo,Swimming Pool,Walk-in Closet,44,4
79158.78617925735,37600.559636896025,Urban,House,Garden,Fireplace,22,5
78396.8567189656,30824.39752934503,Urban,Condo,Swimming Pool,Fireplace,19,1
86211.71088331932,15424.485005350694,Suburban,Apartment,Parking,Balcony,20,4
82508.83231823356,26907.909229501365,Urban,Condo,Garden,None,27,5
76887.70118842655,22478.43594409417,Rural,Condo,Gym,Fireplace,43,3
68947.51432812029,33191.7451041918,Rural,Apartment,None,None,48,3
45085.58599726013,43404.504460231445,Suburban,Apartment,None,Fireplace,50,2
76444.27328698878,11248.275303542556,Urban,House,Swimming Pool,Fireplace,51,5
73115.31530744667,31150.26079147417,Urban,Condo,Garden,Balcony,59,3
74073.6825579306,28398.672044333594,Rural,House,Gym,Walk-in Closet,32,3
50848.77136269536,36713.40076450466,Suburban,Condo,Garden,Walk-in Closet,16,2
53784.151893876064,32131.966282376892,Urban,Condo,None,Fireplace,48,4
85797.29279999355,22480.30668261181,Suburban,House,Garden,Balcony,12,3
69406.67269215017,26809.46064333382,Urban,Condo,Gym,None,21,1
80222.51046058937,22039.74143196511,Rural,Condo,Swimming Pool,None,16,1
70424.77564195692,40760.07138598598,Rural,Condo,Parking,Fireplace,58,4
70446.34209243617,30213.116486719424,Suburban,Apartment,Garden,Walk-in Closet,35,5
84074.25708963997,49011.90685753008,Rural,House,Parking,Balcony,42,2
62259.32907673939,29393.391861853794,Urban,Apartment,None,Walk-in Closet,46,1
71441.81165411475,22915.93233089537,Rural,House,Swimming Pool,None,57,1
63065.87066942436,14862.856073871728,Suburban,House,Swimming Pool,Walk-in Closet,24,4
63482.55658851527,11968.603237440548,Suburban,Condo,Garden,None,11,5
65362.41814797041,14158.640569945102,Suburban,House,Swimming Pool,Balcony,50,5
73332.00657450569,32671.266510114834,Urban,Apartment,Garden,Balcony,16,4
62818.77067504784,35087.25023229934,Urban,Apartment,Garden,Fireplace,41,1
88836.34188360281,14188.092979678666,Urban,Apartment,Parking,Fireplace,13,2
56580.89046670744,38950.38314076116,Urban,House,Swimming Pool,Walk-in Closet,29,1
67196.92533757961,25169.389483165607,Urban,Apartment,Garden,Balcony,59,5
63404.034125887374,31467.930119855493,Rural,House,Parking,Balcony,45,1
91704.668265306,46122.206282554245,Urban,Apartment,Gym,Fireplace,41,2
72948.32164767361,38968.39315865532,Urban,Apartment,Parking,None,37,3
85477.66809202952,27314.693520941677,Rural,House,Parking,Walk-in Closet,22,1
47716.59440444542,21088.077745847128,Urban,Apartment,Garden,Walk-in Closet,10,4
74005.75398803888,8481.84598670695,Suburban,Condo,None,Fireplace,44,3
83344.46193435155,22808.466807575798,Urban,House,None,Balcony,57,4
71234.25983913137,27888.697611723055,Urban,House,None,Fireplace,39,4
85982.20562598026,20128.204728488163,Suburban,House,Parking,Fireplace,45,4
62240.673248494415,28687.430329076953,Suburban,Condo,Garden,Fireplace,34,1
91140.2116027837,30768.518829587683,Suburban,House,Swimming Pool,Fireplace,25,5
104483.47185428876,27751.440181919214,Suburban,Apartment,Parking,None,28,3
64557.42159340512,23499.974191765403,Urban,Apartment,Parking,None,10,2
63317.462178988426,31686.546719667276,Suburban,Apartment,Garden,Balcony,14,5
91800.7671567655,34419.40649569409,Suburban,House,Gym,Fireplace,31,1
93693.58218596068,19096.00922557154,Rural,Apartment,Parking,None,33,4
62157.09959270098,44109.3237974627,Suburban,House,Gym,Balcony,52,2
63697.19774356214,29014.11867715738,Suburban,Apartment,Gym,Fireplace,54,3
65773.2308670924,30188.496229448476,Rural,Condo,None,Walk-in Closet,46,5
49833.24233448584,37082.14423256557,Rural,Condo,Garden,None,45,5
56220.22080273703,32332.161312635017,Urban,Condo,Gym,Balcony,45,2
54937.88849871898,39531.36633913245,Rural,Condo,Garden,Walk-in Closet,13,1
58483.03652343807,32871.241652018245,Urban,House,None,Fireplace,45,3
69479.72668919829,23875.62625359562,Rural,Apartment,Garden,Fireplace,27,2
73513.2209880478,33615.03525206102,Rural,Condo,Parking,Fireplace,59,4
93257.50739221115,18562.737926793383,Urban,House,Gym,None,25,3
55024.68938891814,31085.597057765233,Rural,Condo,Garden,Balcony,50,5
84764.83597714876,29667.70009355539,Urban,Condo,Swimming Pool,Walk-in Closet,27,2
66790.16733661736,27918.831427274603,Rural,House,Garden,Balcony,31,5
69258.04435521351,28714.624885610694,Suburban,House,Gym,None,11,5
80122.29238249906,11181.509545023608,Rural,Apartment,None,Balcony,30,5
53159.16967656552,24512.750922590385,Urban,Apartment,None,None,45,1
75736.14619276076,30928.449011411147,Rural,Condo,Gym,Fireplace,53,5
72496.78312319584,31598.563919974004,Urban,Condo,Parking,Walk-in Closet,48,4
77386.76896012224,19723.24859074042,Urban,Apartment,Parking,Fireplace,56,4
74337.52965861728,42657.07840864701,Suburban,Apartment,None,Balcony,48,3
106829.50209866342,21338.25151785499,Suburban,House,None,Fireplace,38,5
60433.900236230256,39694.57200526737,Urban,Apartment,Gym,Walk-in Closet,35,5
62035.04567497274,34271.94361871685,Rural,Apartment,Parking,Fireplace,30,2
60652.89210362853,23537.726901561968,Urban,Condo,None,Walk-in Closet,26,1
61667.843212596184,47753.10892609512,Urban,Apartment,Parking,Walk-in Closet,25,3
60439.19309040223,18063.6316824352,Rural,Condo,None,Fireplace,40,5
87835.24796661327,39191.541736100015,Rural,Apartment,Garden,None,18,2
91307.56371984782,40005.82318042978,Rural,House,Swimming Pool,Balcony,40,1
61438.805593757854,23293.79790923355,Rural,Apartment,Garden,None,23,3
57514.66640343657,43924.65300064329,Urban,Apartment,None,None,58,3
77071.23334579606,27499.53485401047,Urban,Apartment,Swimming Pool,Fireplace,46,5
61716.65433578543,32886.93629279857,Suburban,Condo,Swimming Pool,Balcony,11,3
79493.97726633266,32603.218387712208,Urban,House,None,Balcony,57,2
73043.8453127695,28656.91258529452,Rural,Apartment,None,None,55,3
47263.83827504152,38108.082731597824,Suburban,Condo,Parking,Fireplace,23,4
93212.57801995092,37934.88720552213,Rural,House,None,Balcony,42,2
96938.16509643283,12514.68026761819,Urban,Condo,Gym,None,44,1
60808.16964273421,43043.40242878153,Suburban,Condo,None,Balcony,48,1
64184.47660096024,13375.080119643259,Rural,House,Gym,Fireplace,56,5
74287.98086087358,40325.46204341657,Suburban,Apartment,None,Fireplace,29,5
75016.85184980537,41267.05136827583,Suburban,Condo,Parking,Fireplace,11,4
79878.16409009245,19090.335697848015,Urban,Condo,Gym,Balcony,50,1
100153.06808149524,25891.85712045415,Rural,Apartment,Garden,Walk-in Closet,28,1
67345.79158758926,18942.953315140643,Suburban,Apartment,Gym,Balcony,46,1
58025.541331923196,27850.789697112647,Suburban,House,Parking,Walk-in Closet,27,1
49310.21157978209,26919.65715814259,Rural,House,Gym,Fireplace,25,3
59036.04940087121,37796.6053226934,Suburban,House,None,None,13,2
69503.09540689304,43103.08746119608,Suburban,Apartment,None,Walk-in Closet,21,2
96918.36795276681,43956.83810789956,Suburban,Condo,Parking,Fireplace,38,4
62235.830514457426,24378.31973421698,Rural,Condo,Swimming Pool,Fireplace,16,3
73356.81927458348,27907.781262554723,Rural,House,None,Walk-in Closet,23,1
69753.65655890873,13165.6180777905,Rural,Apartment,Garden,None,21,1
87825.89910172127,21941.29933503811,Rural,Condo,Parking,Fireplace,44,5
107903.98638810433,39648.51633097458,Urban,House,Gym,Walk-in Closet,14,5
62036.96840619519,46155.82823548232,Suburban,Condo,Gym,None,26,4
62658.40836222667,17656.51128120078,Rural,Condo,Garden,None,51,1
85662.41315603608,24075.357408471056,Suburban,Apartment,None,Fireplace,41,4
80228.37234439467,29735.94243041073,Suburban,Apartment,Parking,Balcony,19,3
97700.6098860405,32801.611588196065,Urban,Condo,Garden,Balcony,52,2
78758.92277988946,21903.96480078354,Rural,House,None,Fireplace,26,1
64610.61863819411,34240.6104446409,Rural,Apartment,Parking,None,14,3
78859.82246038463,25261.60652929084,Suburban,Condo,Gym,Fireplace,54,1
86630.55370874362,29855.47729121721,Rural,Apartment,Parking,Walk-in Closet,51,5
82307.23271796046,35462.842480037,Suburban,Apartment,Swimming Pool,Balcony,18,4
77609.11046660946,30064.222698109377,Suburban,Apartment,Parking,Walk-in Closet,58,5
86000.1203438373,25636.141094734314,Urban,Condo,Swimming Pool,Fireplace,42,2
87539.4338566851,28903.901960741692,Urban,House,Parking,Fireplace,45,5
90732.38486556291,29116.370407946648,Urban,House,Swimming Pool,None,45,1
79730.64831384463,26299.889701178723,Suburban,House,Gym,None,27,5
67493.22879524718,27412.039373328975,Rural,Apartment,None,None,18,1
72200.70529649984,45986.471705047166,Urban,Condo,Swimming Pool,Walk-in Closet,38,2
88097.63449762535,35609.194479412385,Rural,Apartment,Swimming Pool,None,59,5
57745.964935191456,27045.196819708395,Urban,House,Gym,Fireplace,23,4
75530.09963309352,36969.54404510736,Urban,House,Swimming Pool,None,34,4
64099.91781508959,26661.8051024399,Suburban,Condo,Garden,Balcony,24,4
70431.17234402226,41731.24637586641,Urban,Apartment,Gym,None,15,5
89176.77793910948,33696.42192198094,Urban,House,Garden,Walk-in Closet,51,5
72866.48602029854,28926.97855995771,Suburban,Condo,Gym,Balcony,38,5
70696.54822234223,34477.169258102775,Rural,Apartment,Swimming Pool,Balcony,24,1
49602.15788530121,14291.238479315007,Urban,Apartment,Garden,Balcony,38,2
81193.80349040832,18732.32531090195,Suburban,House,Swimming Pool,Walk-in Closet,13,4
79682.26271711613,18060.749936009444,Urban,House,Gym,Fireplace,27,1
102448.8208495819,31429.43094763707,Suburban,Apartment,Swimming Pool,None,59,4
65383.32647570499,47325.149994850915,Rural,Apartment,Garden,Balcony,58,1
73287.25491495908,52313.001461926324,Rural,House,Garden,Balcony,53,5
73740.75525566132,36380.51101440757,Suburban,Apartment,Swimming Pool,Balcony,48,4
93661.79919645212,35008.44474944457,Suburban,House,Parking,Fireplace,25,5
68570.56701419572,11989.42265847261,Suburban,Apartment,Gym,Fireplace,20,4
74185.32288655509,24573.262002659783,Rural,House,Gym,Walk-in Closet,23,3
79118.44764574809,22122.16248091761,Urban,Condo,Swimming Pool,Fireplace,12,1
72799.13684734538,23791.52401748884,Rural,House,Parking,None,59,3
63303.49578174208,28318.561814152104,Suburban,House,Garden,Walk-in Closet,51,1
72911.34989347462,25279.094223028726,Suburban,Condo,None,Walk-in Closet,47,2
86104.47624789659,10207.001896242124,Rural,Apartment,None,None,54,4
54602.270508834095,37479.102561175336,Suburban,Condo,Swimming Pool,None,51,2
71994.54511220314,19272.569742601932,Rural,House,Parking,None,27,2
59498.1877759124,32392.468641111496,Suburban,Apartment,Parking,Walk-in Closet,29,1
87925.69943387264,50740.82669749974,Urban,Condo,Gym,Walk-in Closet,57,3
47152.19642824338,20806.154084135764,Urban,Apartment,Garden,Walk-in Closet,34,5
61616.17229092617,4697.124772536703,Suburban,Apartment,Parking,None,47,1
75658.17812596781,27139.957781198893,Rural,Condo,None,None,22,5
93482.86043851511,41009.59634998571,Urban,Apartment,Garden,Balcony,13,2
69013.74608390518,49583.474542205935,Rural,Condo,Garden,Fireplace,23,5
61672.00709960202,17704.50405547583,Suburban,House,Swimming Pool,Balcony,42,3
98217.35604160884,34966.99223236521,Rural,Apartment,Parking,None,37,1
48279.79149375634,25346.895432199468,Urban,House,Swimming Pool,Walk-in Closet,46,3
37017.910650698774,28940.516456958645,Rural,House,Parking,None,17,3
76600.21675079998,56443.43347017035,Rural,Apartment,Gym,Fireplace,53,1
62469.18663471083,14970.296716048468,Suburban,Condo,Swimming Pool,Balcony,43,3
54681.5077430393,32537.396614945734,Suburban,Apartment,Swimming Pool,Balcony,53,4
80625.3467094903,34676.93171765433,Suburban,House,None,Walk-in Closet,14,4
73657.01070656798,40857.86324939347,Urban,House,Swimming Pool,Balcony,14,4
61538.820538949076,30979.831534708956,Urban,Condo,Parking,Balcony,40,5
50795.43401993658,33080.50539504102,Suburban,Apartment,None,None,54,3
83086.85992420217,26083.51432578209,Suburban,House,Swimming Pool,Balcony,18,1
79753.01766937991,32691.269412451074,Urban,House,Swimming Pool,Balcony,51,1
68512.36204330926,26568.077245025896,Urban,House,Gym,Balcony,41,5
97699.554940715,36215.71889856051,Urban,Condo,Swimming Pool,Walk-in Closet,42,1
53948.72850510771,26303.89663956366,Urban,House,Garden,Walk-in Closet,12,4
47117.12243612892,33771.003939021866,Suburban,House,None,None,39,3
59621.378951781335,29707.371863150216,Urban,Apartment,Garden,Balcony,59,1
69316.20975466754,41260.502507721685,Suburban,Apartment,None,Walk-in Closet,21,1
73650.09173984038,29486.062764115137,Rural,House,Gym,Walk-in Closet,38,2
66381.45913215505,12269.675317931185,Rural,House,Swimming Pool,None,12,2
75280.83094771445,42619.215007139916,Urban,Apartment,Swimming Pool,Fireplace,35,2
51226.90863714334,20942.67699137381,Rural,Condo,Swimming Pool,Balcony,39,3
91656.46906109889,23462.3366135118,Rural,Condo,None,Walk-in Closet,18,4
68767.73232411146,24043.38705956508,Rural,Condo,Swimming Pool,None,35,4
86759.43747382192,43744.380931708176,Urban,Condo,Garden,None,11,4
75140.88019566557,8643.257860213045,Urban,Condo,Swimming Pool,None,12,3
76851.29828730675,61377.48533659994,Rural,Condo,Gym,Walk-in Closet,55,3
78546.50920348306,40560.56809066052,Suburban,Condo,Garden,Balcony,13,2
76715.62840025972,32232.3891412916,Rural,Condo,Swimming Pool,Fireplace,34,1
79640.84139801316,29451.059993837138,Urban,Apartment,Swimming Pool,Balcony,22,5
89937.28795198648,32855.54074857657,Urban,Condo,Parking,None,48,5
72947.81754552205,35211.22428379338,Urban,Condo,None,None,53,1
80635.05636382768,36452.15585950057,Rural,Condo,Garden,Fireplace,44,2
68653.9645856916,35556.04466003449,Suburban,House,Parking,Balcony,32,1
91601.75823174209,30895.806812552488,Urban,Apartment,Gym,None,18,1
59854.115469110955,28026.61579692674,Urban,Apartment,None,None,11,5
97014.10649366223,28487.267163464883,Rural,Apartment,Garden,Balcony,50,2
69397.63074033485,28050.91719647319,Suburban,Condo,Swimming Pool,None,53,3
48538.37346822928,41337.700968670644,Rural,Condo,Garden,Balcony,40,5
71921.56622366184,35935.56722280862,Urban,House,Swimming Pool,None,53,3
59784.22513787678,596.1136533571989,Suburban,Apartment,None,Balcony,56,2
82609.65323483085,36559.00776529761,Suburban,Condo,Swimming Pool,Fireplace,11,1
60210.640310464136,31947.36194718775,Urban,Apartment,Gym,None,41,4
63307.248501778304,29812.912435541024,Suburban,House,Swimming Pool,Fireplace,27,4
41656.88903581703,26114.81546911114,Suburban,House,Gym,None,22,2
63215.405211263846,41241.12719986014,Rural,House,None,None,55,4
33641.81010056565,39475.264621228576,Urban,Apartment,None,Walk-in Closet,14,3
46241.45764771415,22271.223321763908,Urban,Condo,Garden,Balcony,51,4
81406.21984216446,34070.52287124535,Urban,Condo,Gym,Fireplace,53,2
81787.00237976249,20283.43265458714,Urban,House,Gym,Fireplace,19,2
76381.86342677448,16203.818352110695,Urban,Condo,Parking,Fireplace,52,3
55495.3578530618,23732.827754100348,Suburban,House,Parking,Balcony,34,4
69284.3296578703,38623.93472382759,Rural,Apartment,Parking,Walk-in Closet,43,4
69945.96191364147,39531.25045376087,Urban,House,Swimming Pool,Fireplace,46,1
52624.52966211186,35130.85420097293,Rural,Apartment,Parking,Balcony,39,5
92550.97452650726,37250.95786847997,Rural,House,Gym,None,16,2
83160.43435863507,35161.78287114958,Suburban,Condo,Swimming Pool,Fireplace,15,1
66685.53739255504,23585.18404777048,Urban,Condo,None,Fireplace,12,2
70403.28758491795,34319.22544673941,Suburban,House,Garden,Walk-in Closet,22,1
73125.74211921329,38004.09525227682,Urban,Condo,Parking,Fireplace,12,5
39373.97697363564,37542.91329813574,Suburban,Condo,None,Fireplace,35,1
66292.33926219105,41889.13371474643,Rural,Condo,Gym,None,33,2
59770.23628003302,37083.03847201064,Urban,Apartment,Garden,Balcony,15,4
54975.69985157627,33514.48207541583,Rural,Condo,None,Balcony,52,2
65783.49560671068,40701.502383164276,Rural,Apartment,Garden,Walk-in Closet,58,3
96965.29790274284,29734.7874075094,Suburban,House,Parking,None,51,3
79612.64291900514,21181.253487722825,Urban,Condo,Gym,Balcony,21,3
61432.31515325805,28369.330360562362,Rural,Condo,Garden,None,58,3
78588.74172034238,22550.97355193551,Suburban,Condo,None,Balcony,45,5
